CustomerID,Recency,Frequency,Monetary,Churn,Q1_Orders,Q2_Orders,Q3_Orders,PurchaseTrend,ActiveInQ3,AvgOrderValue,PurchaseSpread,UniqueProducts,LogMonetary,LogAvgOrderValue,IsOneTimeBuyer,AvgDaysBetweenPurchases
12346,255,1,77183.6,1,1.0,0.0,0.0,-1.0,0,77183.6,0,1,11.253955234248428,11.253955234248428,1,0.0
12347,59,5,2790.86,0,1.0,2.0,1.0,0.0,1,22.50693548387097,237,82,7.934463319358572,3.1572955045819473,0,59.25
12348,5,4,1797.24,1,1.0,1.0,1.0,0.0,1,57.97548387096774,282,22,7.494563687769957,4.0771218299394825,0,94.0
12350,240,1,334.4,1,1.0,0.0,0.0,-1.0,0,19.670588235294115,0,17,5.815323849389109,3.0287118316967807,1,0.0
12352,2,7,2194.31,0,5.0,0.0,2.0,-3.0,1,31.347285714285714,224,47,7.694078545605581,3.4765301136952864,0,37.333333333333336
12353,134,1,89.0,1,0.0,1.0,0.0,0.0,0,22.25,0,4,4.499809670330265,3.1463051320333655,1,0.0
12354,162,1,1079.4,1,0.0,1.0,0.0,0.0,0,18.610344827586207,0,58,6.985086621918461,2.97605722432628,1,0.0
12355,144,1,459.4,1,0.0,1.0,0.0,0.0,0,35.33846153846154,0,13,6.132095676847728,3.5928767268616704,1,0.0
12356,175,2,2753.08,0,1.0,1.0,0.0,-1.0,0,48.29964912280702,80,53,7.920838727523195,3.8979169638388753,0,80.0
12358,80,1,484.86,0,0.0,0.0,1.0,1.0,1,40.405,0,12,6.185920516557937,3.7234016464856636,1,0.0
12359,119,3,3495.73,0,2.0,1.0,0.0,-2.0,0,24.445664335664336,141,135,8.159583525046289,3.2365453683918286,0,70.5
12360,42,2,1618.28,0,0.0,1.0,1.0,1.0,1,21.577066666666667,88,63,7.38973688498728,3.1169346418091037,0,88.0
12361,217,1,189.9,1,1.0,0.0,0.0,-1.0,0,18.990000000000002,0,10,5.251749730731702,2.995232148512309,1,0.0
12362,2,5,2577.34,0,1.0,1.0,3.0,2.0,1,17.774758620689656,223,121,7.854901059985359,2.9325133411462305,0,55.75
12363,39,2,552.0,1,0.0,1.0,1.0,1.0,1,24.0,132,23,6.315358001522335,3.2188758248682006,0,132.0
12364,8,2,703.72,0,0.0,0.0,2.0,2.0,1,19.547777777777778,34,34,6.557800560801541,3.0227527977605657,0,34.0
12365,221,2,641.38,1,2.0,0.0,0.0,-2.0,0,29.153636363636362,0,22,6.465180028897591,3.4063055249763377,0,0.0
12370,204,3,2806.41,0,1.0,0.0,0.0,-1.0,0,20.189999999999998,85,125,7.940017629108557,3.0535293722802077,0,42.5
12372,1,3,1298.04,1,1.0,1.0,1.0,0.0,1,24.962307692307693,224,34,7.169380809114136,3.2566457820417285,0,112.0
12373,241,1,364.6,1,1.0,0.0,0.0,-1.0,0,26.042857142857144,0,14,5.901539839579995,3.297422909159964,1,0.0
12375,28,1,230.3,0,0.0,0.0,1.0,1.0,1,20.936363636363637,0,11,5.443715569237393,3.0881456998326153,1,0.0
12377,245,2,1628.12,1,1.0,0.0,0.0,-1.0,0,21.144415584415583,39,72,7.395795270713971,3.097585346618962,0,39.0
12378,59,1,4008.62,1,0.0,0.0,1.0,1.0,1,18.30420091324201,0,219,8.29645175271804,2.96032273612404,1,0.0
12379,11,2,852.24,1,0.0,1.0,1.0,1.0,1,21.306,88,39,6.749040867823617,3.104855700572345,0,88.0
12380,8,2,1233.56,0,0.0,1.0,1.0,1.0,1,19.274375,107,52,7.11846991027731,3.009357773385774,0,107.0
12381,49,1,1268.74,0,0.0,0.0,1.0,1.0,1,20.463548387096775,0,62,7.146567434084286,3.066356072420082,1,0.0
12383,114,5,1850.56,1,2.0,2.0,0.0,-2.0,0,18.69252525252525,167,84,7.523783805985769,2.980239134936795,0,41.75
12384,51,1,292.69,0,0.0,0.0,1.0,1.0,1,20.90642857142857,0,14,5.682524789276261,3.086780135821774,1,0.0
12386,267,2,401.9,1,1.0,0.0,0.0,-1.0,0,40.19,29,10,5.998688392197302,3.718195508447989,0,29.0
12388,5,5,2494.26,0,3.0,0.0,2.0,-1.0,1,27.11152173913044,251,56,7.822148211173133,3.336179518605461,0,62.75
12390,9,1,549.84,1,0.0,0.0,1.0,1.0,1,17.1825,0,32,6.311444385858925,2.9004595930465586,1,0.0
12393,2,4,1582.6000000000001,1,2.0,1.0,1.0,-1.0,1,24.728125000000002,260,47,7.3674560152319755,3.247584751504654,0,86.66666666666667
12394,147,1,381.08,0,0.0,1.0,0.0,0.0,0,18.146666666666665,0,21,5.945630010764183,2.952128636071859,1,0.0
12395,42,8,1899.57,0,2.0,2.0,1.0,-1.0,1,19.787187499999998,258,65,7.549909120163529,3.0343368113332883,0,36.857142857142854
12397,65,1,1214.81,0,0.0,0.0,1.0,1.0,1,17.35442857142857,0,70,7.103165800317809,2.9098708844254264,1,0.0
12399,49,4,1108.65,1,1.0,2.0,1.0,0.0,1,18.790677966101697,142,47,7.011799929268738,2.9852110170419164,0,47.333333333333336
12401,233,1,84.3,1,1.0,0.0,0.0,-1.0,0,16.86,0,5,4.446174454497633,2.882563575448353,1,0.0
12402,253,1,225.6,1,1.0,0.0,0.0,-1.0,0,20.509090909090908,0,11,5.423186348593906,3.0684756787459158,1,0.0
12405,78,1,1710.39,1,0.0,0.0,1.0,1.0,1,31.67388888888889,0,54,7.445061184797548,3.48657625400139,1,0.0
12406,113,1,1621.25,0,0.0,1.0,0.0,0.0,0,33.08673469387755,0,48,7.391569353501278,3.52890829669496,1,0.0
12407,64,4,1407.3600000000001,0,1.0,1.0,2.0,1.0,1,21.990000000000002,130,50,7.250181185855144,3.1350593387750902,0,43.333333333333336
12408,28,4,2134.0499999999997,0,2.0,1.0,1.0,-1.0,1,26.024999999999995,161,67,7.666245344592246,3.296762363525272,0,53.666666666666664
12409,8,3,11072.67,1,0.0,1.0,2.0,2.0,1,101.58412844036697,103,91,9.312325497408466,4.630683227206711,0,51.5
12410,238,2,693.3299999999999,1,2.0,0.0,0.0,-2.0,0,26.666538461538458,0,26,6.542947351813216,3.3202236851974547,0,0.0
12412,4,3,1226.88,1,0.0,1.0,2.0,2.0,1,20.112786885245903,94,43,7.1130443840624835,3.0498788704487443,0,47.0
12413,166,2,563.9,0,1.0,1.0,0.0,-1.0,0,20.139285714285712,100,25,6.336648724331217,3.051133191521475,0,100.0
12414,147,3,562.41,1,1.0,2.0,0.0,-1.0,0,31.244999999999997,93,16,6.334007604663525,3.4733629924623406,0,46.5
12415,29,15,102087.88,0,4.0,5.0,6.0,2.0,1,170.14646666666667,238,382,11.533599085390765,5.142519720104409,0,17.0
12417,36,7,2816.52,0,2.0,2.0,2.0,0.0,1,19.03054054054054,250,132,7.943612344380308,2.9972581358608026,0,41.666666666666664
12418,42,1,668.58,1,0.0,0.0,1.0,1.0,1,19.664117647058823,0,34,6.506650650150935,3.0283987491115765,1,0.0
12421,44,3,628.56,0,1.0,1.0,1.0,0.0,1,17.459999999999997,204,25,6.4450211626834,2.915606229074706,0,102.0
12422,25,3,803.5600000000001,1,1.0,1.0,1.0,0.0,1,20.604102564102565,229,39,6.690295544136225,3.0728832301782982,0,114.5
12423,30,7,1650.67,1,2.0,3.0,1.0,-1.0,1,15.283981481481483,252,86,7.409542176257413,2.790181893418364,0,42.0
12424,92,2,1760.96,1,0.0,0.0,0.0,0.0,0,58.69866666666667,0,30,7.474182104762846,4.0893096862574705,0,0.0
12425,8,1,777.2,1,0.0,0.0,1.0,1.0,1,21.58888888888889,0,36,6.6569835605504535,3.1174581432980815,1,0.0
12426,124,1,582.73,1,0.0,1.0,0.0,0.0,0,19.424333333333333,0,30,6.369438547154207,3.016727000474497,1,0.0
12427,301,1,303.5,0,0.0,0.0,0.0,0.0,0,30.35,0,10,5.718671087149952,3.4452142670789296,1,0.0
12428,50,8,7548.12,0,5.0,1.0,2.0,-3.0,1,27.054193548387097,163,252,8.929186279158467,3.334138123410599,0,23.285714285714285
12429,102,3,2844.88,0,0.0,2.0,0.0,0.0,0,40.64114285714286,193,62,7.953627613319531,3.729088689507086,0,96.5
12431,49,11,4874.57,0,3.0,2.0,4.0,1.0,1,26.349027027027024,254,134,8.4919922996739,3.3086809533550072,0,25.4
12432,100,3,4016.66,0,0.0,3.0,0.0,0.0,0,52.85078947368421,1,75,8.298454922580934,3.986217064101881,0,0.5
12433,21,3,6395.23,0,0.0,0.0,1.0,1.0,1,28.04925438596491,282,151,8.763464033282284,3.368992816392449,0,141.0
12434,14,2,806.14,1,1.0,0.0,1.0,0.0,1,16.122799999999998,175,46,6.6934971352559,2.8404109087423928,0,175.0
12435,9,2,7829.89,1,1.0,0.0,1.0,0.0,1,217.49694444444447,188,31,8.965831447914955,5.386772030201913,0,188.0
12436,29,1,509.01,1,0.0,0.0,1.0,1.0,1,31.813125,0,16,6.234430333369278,3.4908285877894865,1,0.0
12437,8,12,3034.0099999999998,0,5.0,4.0,3.0,-2.0,1,27.089374999999997,253,66,8.017969998381087,3.3353913909576187,0,23.0
12438,70,1,890.0699999999999,0,0.0,0.0,1.0,1.0,1,18.16469387755102,0,49,6.792422987796763,2.953069725709959,1,0.0
12441,296,1,173.55,1,0.0,0.0,0.0,0.0,0,15.77727272727273,0,11,5.162211233551045,2.8200251566776373,1,0.0
12444,15,3,3189.81,0,0.0,1.0,2.0,2.0,1,25.51848,85,107,8.068030082042343,3.277841848441295,0,42.5
12447,173,1,476.49,1,0.0,1.0,0.0,0.0,0,18.326538461538462,0,26,6.168543217293113,2.961479201216219,1,0.0
12449,21,3,2724.58,0,0.0,1.0,2.0,2.0,1,20.640757575757576,95,84,7.910436528485963,3.074578461487395,0,47.5
12450,86,2,197.88,1,0.0,1.0,1.0,1.0,1,24.735,17,7,5.292701627762401,3.2478519331047178,0,17.0
12451,148,2,5307.82,0,1.0,1.0,0.0,-1.0,0,27.219589743589744,106,162,8.577124867318746,3.3400164085298276,0,106.0
12453,64,1,707.09,1,0.0,0.0,1.0,1.0,1,16.443953488372095,0,43,6.562571204258897,2.85899308363737,1,0.0
12455,3,6,2466.86,1,2.0,1.0,3.0,1.0,1,27.409555555555556,223,85,7.81110665732229,3.3467255517998904,0,44.6
12456,61,2,2265.4,0,1.0,0.0,1.0,0.0,1,26.34186046511628,123,77,7.725947948516307,3.308418878180133,0,123.0
12457,11,6,2166.88,0,0.0,3.0,3.0,3.0,1,35.522622950819674,157,53,7.681505010474133,3.59793187545927,0,31.4
12458,1,2,947.4,1,1.0,0.0,1.0,0.0,1,24.931578947368422,213,35,6.854776354191251,3.255461490383477,0,213.0
12461,24,2,826.88,1,0.0,0.0,2.0,2.0,1,23.62514285714286,60,35,6.718868216346018,3.203767988346619,0,60.0
12462,233,1,762.11,0,1.0,0.0,0.0,-1.0,0,19.05275,0,40,6.637402188652131,2.998366301454634,1,0.0
12463,105,3,985.79,0,0.0,3.0,0.0,0.0,0,16.16049180327869,66,51,6.894457250838148,2.8426097535138557,0,33.0
12464,36,6,780.55,0,2.0,2.0,2.0,0.0,1,37.16904761904762,203,6,6.66127912734148,3.6420249154122595,0,40.6
12465,99,1,440.94,0,0.0,1.0,0.0,0.0,0,16.959230769230768,0,26,6.091174126256959,2.8881042317358094,1,0.0
12468,117,2,729.5400000000001,1,1.0,1.0,0.0,-1.0,0,19.19842105263158,128,36,6.593783986707386,3.0056044356407527,0,128.0
12471,8,21,11780.16,0,5.0,4.0,8.0,3.0,1,40.62124137931034,286,116,9.374256924343948,3.7286106470298255,0,14.3
12472,68,5,4927.6,0,2.0,1.0,1.0,-1.0,1,19.78955823293173,230,180,8.502810251048784,3.034450852626925,0,57.5
12473,44,2,1186.25,0,0.0,1.0,1.0,1.0,1,18.25,77,60,7.0793949874292315,2.9575110607337933,0,77.0
12474,28,13,4362.06,0,6.0,4.0,3.0,-3.0,1,17.66016194331984,231,153,8.380928925034553,2.9263908740160423,0,19.25
12476,14,7,3725.27,0,2.0,2.0,2.0,0.0,1,28.655923076923077,276,96,8.223163012304278,3.3896618719997433,0,46.0
12477,30,3,8834.03,0,1.0,1.0,1.0,0.0,1,44.392110552763825,200,156,9.08647978033377,3.8153383135755985,0,100.0
12480,73,3,2144.95,0,2.0,0.0,1.0,-1.0,1,18.81535087719298,192,97,7.671337623757984,2.986456934141082,0,96.0
12481,109,8,4101.76,0,3.0,3.0,0.0,-3.0,0,26.125859872611468,186,112,8.319415196946323,3.3004875117309505,0,26.571428571428573
12483,28,6,1624.06,0,1.0,4.0,1.0,0.0,1,30.64264150943396,240,38,7.393300017159121,3.454505625806376,0,48.0
12484,30,4,3663.15,0,1.0,1.0,2.0,1.0,1,12.989893617021277,235,222,8.206351663820678,2.6383351844327003,0,78.33333333333333
12488,5,1,553.39,0,0.0,0.0,1.0,1.0,1,26.351904761904763,0,21,6.317868410194978,3.308786170388293,1,0.0
12489,266,1,334.93,1,1.0,0.0,0.0,-1.0,0,22.328666666666667,0,15,5.816902804925467,3.1496829333785823,1,0.0
12490,23,6,3552.59,0,1.0,2.0,3.0,2.0,1,21.530848484848487,236,102,8.175713639088478,3.114885413959103,0,47.2
12492,35,1,126.39000000000001,0,0.0,0.0,1.0,1.0,1,14.043333333333335,0,9,4.847253247121696,2.7109349251708004,1,0.0
12493,95,2,433.74,1,0.0,2.0,0.0,0.0,0,19.715454545454545,31,20,6.0747481512447195,3.030880018105644,0,31.0
12494,91,5,868.86,0,1.0,1.0,1.0,0.0,1,17.036470588235293,204,42,6.768332279159461,2.892395851826092,0,51.0
12497,11,1,1043.1,1,0.0,0.0,1.0,1.0,1,74.50714285714285,0,14,6.950910549296065,4.3242272591593585,1,0.0
12500,36,6,1773.8400000000001,0,4.0,1.0,1.0,-3.0,1,55.432500000000005,227,20,7.481465557001516,4.033045233675596,0,45.4
12501,266,1,2169.39,1,1.0,0.0,0.0,-1.0,0,14.559664429530201,0,149,7.682662153888476,2.7446819522921255,1,0.0
12502,25,5,3723.87,1,2.0,1.0,2.0,0.0,1,25.332448979591835,214,102,8.222787230875806,3.270801980181514,0,53.5
12506,162,1,73.5,1,0.0,1.0,0.0,0.0,0,3.1956521739130435,0,23,4.310799125385514,1.4340487924157905,1,0.0
